,id,title,sourceUrl,addTime
5636,af69e7da61784f9aafc51e1cf619a1e1,我校召开纪念五四运动100周年座谈会,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71080,2019-05-01T00:00:00
5637,c3310d920205474285c6fdffd861cad0,习近平：在纪念五四运动100周年大会上的讲话,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71059,2019-04-30T00:00:00
5638,24c77cc2a7c44f32a29e810feb6eaa83,关于“数理方程与特殊函数”期末考试及重新学习考试的安排,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a6c39182d012d,2019-04-30T00:00:00
5639,7370287d7a8f4899aad5371ca61d07e5,关于加强2019年“五一”假期安全工作的通知,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71027,2019-04-30T00:00:00
5640,a30b53dba94940ecab21d5ca7e462687,成电师生员工收听收看纪念五四运动100周年大会,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71056,2019-04-30T00:00:00
5641,2e78f944650f4de0ba776d4982baf015,成电师生热议习近平总书记在纪念五四运动100周年大会上的重要讲话精神,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71072,2019-04-30T00:00:00
5642,381f8a337a914b3395e93f2291e5cd8c,我校开展“青春心向党·建功新时代”纪念五四运动100周年系列活动,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71001,2019-04-30T00:00:00
5643,24f5ee6b9bdf47c39415e4b5258f45c8,机械与电气工程学院 2018-2019-2学期第11-15周已结课课程期末考试安排（含跟班重修）,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a6d680ac50142,2019-04-30T00:00:00
5644,3f58e2cc5a464ab488391ab76e3bbab9,知识产权进高校·第十届电子科技大学专利展示周活动在我校举行,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71003,2019-04-30T00:00:00
5645,27646eb29ac041589666c705cfb7af0d,精品课程《走近考古》开课通知,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71010,2019-04-30T00:00:00
5646,311bc783e45648929d21bd440dcf281f,“校企双进智享会·智慧城市产业发展大会”在沙河校区举行,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71007,2019-04-29T00:00:00
5647,0a00bf9310a842108881a379ef642a49,关于组织师生员工收听收看纪念五四运动100周年大会直播的通知,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71015,2019-04-29T00:00:00
5648,cfc6b7f0ad0a4c318f43a964921afa89,关于近期红光右支渠和西湖水质的说明,https://hq.uestc.edu.cn/web/detail.jsp?article_id=7023,2019-04-29T00:00:00
5649,14b53fd4bbec47beba984ee61934fbc6,我校举办电子科学与技术一级学科评议组工作研讨会,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71023,2019-04-29T00:00:00
5650,beb6f3091304453ba53e541b15205cfc,校领导带队检查众创空间春季学期安全工作,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=70980,2019-04-29T00:00:00
